AGRICULTURE,MADHYA PRADESH,WEATHER REPORT,ANSWER GIVEN DETAIL ABOUT WEATHER
AGRICULTURE,MADHYA PRADESH,mirch ki patti sikur rahi hain,spray of intrapida  15 mllitre of water
AGRICULTURE,MADHYA PRADESH,papita kub lagayen,june-july
AGRICULTURE,MADHYA PRADESH,FARMER WANTS TO KNOW ABOUT FEILD OREPARATION OF POTATO,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,seed rate of okra,12kg -15kg ha
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS 6TO KNOW ABOUT BEE KEEPING,ANSWER GIVEN IN DETAIL ABOUT BEE KEEPING
AGRICULTURE,MADHYA PRADESH,asking about kccard,ans given in detail about kccard
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS 6TO KNOW ABOUT BEE KEEPING,ANSWER GIVEN IN DETAIL ABOUT BEE KEEPING
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO KNOWING ABOUT POULTRY MANAGEMENT,
AGRICULTURE,MADHYA PRADESH,EARLY CULTIVAR OF CABBAGE,PUSA DRUM HEAD
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,seed bed preparation of chilli,answer given in detail
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,TEST,SOLVE
AGRICULTURE,MADHYA PRADESH,SEED RATE OF METHI,APROX 42 KG TO 44 KG PER HA
AGRICULTURE,MADHYA PRADESH,CORIANDER CULTIVATION,ANSGIVEN IN DETAIL ABOUT CORIANDER CULTIVATION
AGRICULTURE,MADHYA PRADESH,BLANK CALL,BLANK CALL
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF LAL MAKRI MITE ,2 SPRAY OMITE  1ML PER LIT WATER AT 7 DAY INTER VAL
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF LAHI,SPRAY ROGAR 35 EC  2ML PER LIT WATER AT 7 DAY INTERVAL
AGRICULTURE,MADHYA PRADESH,BEE KEEPING,ANSWER GIVEN IN DETAILS ABOUT BEE KEEPING
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO ABOUT MUSROOM CULTIVATION,ANSWE GIVEN DETAIL ABOUT MUSROOM CULTIVATION
AGRICULTURE,MADHYA PRADESH,POTATO CULTIVATION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,method sisab goal cultivation,to prepare bed of 80cm widhspacing 20cm from row to row
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF POTATO,SPRAY ENDOPHIL M 4502GML
AGRICULTURE,MADHYA PRADESH,BIO-GAS,ENERGY OBTAINED BY THE DECOMPOSITION OF PLANT AND ANIMALS IN THE ABSENCE OF AIR MIX OF METHANE CH4 AND CO
AGRICULTURE,MADHYA PRADESH,METHODS OF MUSHROOM CULTIVATION,ANSWER GIVEN IN DETILS ABOUT MUSHROOM CULTIVATION
AGRICULTURE,MADHYA PRADESH,MUSHROOM TRAINING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,WEATHER REPORT OF GODDA,GIVEN 5 DAYS DETAILS ABOUT THE WEATHER OF GODDA
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO ABOUT MUSROOM CULTIVATION,ANSWE GIVEN DETAIL ABOUT MUSROOM CULTIVATION
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,TEST,SOLVE
AGRICULTURE,MADHYA PRADESH,WEATHER REPORT,ANSWER GIVEN DETAIL ABOUT WEATHER
AGRICULTURE,MADHYA PRADESH,termite control,chlorpyriphos 20 EC 25litlit of water
AGRICULTURE,MADHYA PRADESH,DAIRY INFORMATION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,RAT PROBLEM IN WHEAT,CELFOX TAB3GMLIVING HOLE
AGRICULTURE,MADHYA PRADESH,TEST CALL,TEST CALL
AGRICULTURE,MADHYA PRADESH,VARIETY OF PAPAYA,TO USE RESISTANT VCARIETY LIKE PUSA DWARF PUSA NATA
AGRICULTURE,MADHYA PRADESH,TEST,SOLVE
AGRICULTURE,MADHYA PRADESH,EARLY CULTIVAR OF CABBAGE,PUSA DRUM HEAD
AGRICULTURE,MADHYA PRADESH,LEAF HOPPER OF MARIGOLD,SPRAY CARBARYL  2 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,WEATHER REPORT,ANSWER GIVEN DETAIL ABOUT WEATHER
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO ABOUT MUSROOM CULTIVATION,ANSWE GIVEN DETAIL ABOUT MUSROOM CULTIVATION
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Nursery bed preparation,AnsGiven in detail about nursery bed preparation
AGRICULTURE,MADHYA PRADESH,stem rot of paddy,apply carbendazim 1 gmlit of water
AGRICULTURE,MADHYA PRADESH,TEST,SOLVE
AGRICULTURE,MADHYA PRADESH,VARIETY OF PAPAYA,TO USE RESISTANT VCARIETY LIKE PUSA DWARF PUSA NATA
AGRICULTURE,MADHYA PRADESH,TEST,SOLVE
AGRICULTURE,MADHYA PRADESH,EARLY CULTIVAR OF CABBAGE,PUSA DRUM HEAD
AGRICULTURE,MADHYA PRADESH,WEATHER REPORT,ANSWER GIVEN DETAIL ABOUT WEATHER
AGRICULTURE,MADHYA PRADESH,LEAF HOPPER OF MARIGOLD,SPRAY CARBARYL  2 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO ABOUT MUSROOM CULTIVATION,ANSWE GIVEN DETAIL ABOUT MUSROOM CULTIVATION
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Nursery bed preparation,AnsGiven in detail about nursery bed preparation
AGRICULTURE,MADHYA PRADESH,BEE KEEPING,ANSWER GIVEN IN DETAILS ABOUT BEE KEEPING
AGRICULTURE,MADHYA PRADESH,stem rot of paddy,apply carbendazim 1 gmlit of water
AGRICULTURE,MADHYA PRADESH,TEST CALL,TEST CALL
AGRICULTURE,MADHYA PRADESH,termite control,chlorpyriphos 20 EC 25litlit of water
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,seed bed preparation of chilli,answer given in detail
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,SEED RATE OF METHI,APROX 42 KG TO 44 KG PER HA
AGRICULTURE,MADHYA PRADESH,BLANK CALL,BLANK CALL
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,method sisab goal cultivation,to prepare bed of 80cm widhspacing 20cm from row to row
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF LAL MAKRI MITE ,2 SPRAY OMITE  1ML PER LIT WATER AT 7 DAY INTER VAL
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,BIO-GAS,ENERGY OBTAINED BY THE DECOMPOSITION OF PLANT AND ANIMALS IN THE ABSENCE OF AIR MIX OF METHANE CH4 AND CO
AGRICULTURE,MADHYA PRADESH,METHODS OF MUSHROOM CULTIVATION,ANSWER GIVEN IN DETILS ABOUT MUSHROOM CULTIVATION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,VARIETIES OF LINSEED,KANKE SAFEDKRISHNA
AGRICULTURE,MADHYA PRADESH,VARIETIES OF LINSEED,KANKE SAFEDKRISHNA
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,NO,NO ANSWER
AGRICULTURE,MADHYA PRADESH,IN MANGO SPRAYING FORDEFOLIATION PROBLEM,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,IN MANGO SPRAYING FORDEFOLIATION PROBLEM,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT MUSHROOM CULTIVATION,Ansgiven in detail about mushroom cultivation
AGRICULTURE,MADHYA PRADESH,Method of rose cultivation,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Method of rose cultivation,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,farmer would be like wants know about rose cultivation,answer givern in details
AGRICULTURE,MADHYA PRADESH,farmer would be like wants know about rose cultivation,answer givern in details
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF APHID IN FRENCH BEAN,SPRAYING LINDEN 01  OR PARATHION 0025
AGRICULTURE,MADHYA PRADESH,ADVANTAGE OF MULCHING ,-NO 1CONSERVE MOISTURE IMPROVE SOIL STRUCTURE AND CONTROLL SOIL ERROSION NO 2- IMPROVE WATER INFILTRATION NO 3 REDUCE TEMPRATURWE FLUCTIONS NO4-IMPROVE WATER AND FERTILIZER USE EFFICIENCY ETC
AGRICULTURE,MADHYA PRADESH,FRUIT BORER OF BRINJAL,SPRAY CARBARYL  2GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,LAC OF MILK PRODUCTION IN CATTLE,INFORMATION GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,PEST PROBLEM IN BOTTLE GOURD AND SIMLA SIMLA CHILLIES,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT MUSHROOM CULTIVATION,ANSGIVEN IN DETAIL ABOUT MUSHROOMS CULTIVATION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,METHOD OF MUSHROOM CULTIVATION,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF FRUIT DROP IN MANGO,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,RED COLOUR OF POINTED GOURD,SPRAY COPPER-OXYCHLORIDE  4 GM  LIT OF WATER
AGRICULTURE,MADHYA PRADESH,SKIN ERRUPTION ON THE THIGH OF A COW,TO SCRAB THE SITE BY BETADINE AND APPLY DERMOCEPT OINTMENT TD
AGRICULTURE,MADHYA PRADESH,WEEKLY WEATHER FORECAST OF SAMASTIPUR DISTRICT,SKY WILL REMAIN CLEAR THROUGHOUT THE WEEK NO CHANCE OF RAIN
AGRICULTURE,MADHYA PRADESH,MANGO STEM BORER,SPRAY CARBARYL  25 GMLT OF WATER
AGRICULTURE,MADHYA PRADESH,FRUIT CANKER IN GUAVA,SPRAY ROVRAL  2 GFMLT OF WATER
AGRICULTURE,MADHYA PRADESH,CONTROL OF FLOWER DROPPING OF MANGO,SPRAY PLANOFIX  1 ML45 LIT OF WATER
AGRICULTURE,MADHYA PRADESH,MANGO STEM BORER,SPRAY CARBARYL  25 GMLT OF WATER
AGRICULTURE,MADHYA PRADESH,FRUIT DROPPING IN MANGO,SPRAY PLANOFIX   1ML 45 LT OF WATER
AGRICULTURE,MADHYA PRADESH,VARIETIES OF CORIANDER,RAJENDRA SWATI15-18QHAC PANT HARITIMA18-20QHAC KUMARGANJ SELECTION18-20QHAC etc
AGRICULTURE,MADHYA PRADESH,FRUIT DECAY PROBLEM IN MANGO,SPRAY PLANOFIX  45 GMLT OF WATER
AGRICULTURE,MADHYA PRADESH,DEWORMER OF DOG,TO FED DRONTAL PLUS  1 TAB  10 KG BWT
AGRICULTURE,MADHYA PRADESH,CATTER PILLER OF BETTER GOURD,SPRAY CYPER-METHRINE 10 EC  1 ML  LIT OF WATER
AGRICULTURE,MADHYA PRADESH,SEED RATE IN BRINJAL,SEED RATE 500 - 700 GMHA
AGRICULTURE,MADHYA PRADESH,PURPLE BLOTCH IN ONION,SPRAY MANCOZEB  3 GMLT OF WATER
AGRICULTURE,MADHYA PRADESH,cultivation of peper mint,given all informations in details
AGRICULTURE,MADHYA PRADESH,MANGO STEM BORER,SPRAY CARBARYL  25 GMLT OF WATER
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF APHID IN FRENCH BEAN,SPRAYING LINDEN 01  OR PARATHION 0025
AGRICULTURE,MADHYA PRADESH,ADVANTAGE OF MULCHING ,-NO 1CONSERVE MOISTURE IMPROVE SOIL STRUCTURE AND CONTROLL SOIL ERROSION NO 2- IMPROVE WATER INFILTRATION NO 3 REDUCE TEMPRATURWE FLUCTIONS NO4-IMPROVE WATER AND FERTILIZER USE EFFICIENCY ETC
AGRICULTURE,MADHYA PRADESH,PEST PROBLEM IN BOTTLE GOURD AND SIMLA SIMLA CHILLIES,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,FRUIT BORER OF BRINJAL,SPRAY CARBARYL  2GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,METHOD OF MUSHROOM CULTIVATION,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF FRUIT DROP IN MANGO,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT MUSHROOM CULTIVATION,ANSGIVEN IN DETAIL ABOUT MUSHROOMS CULTIVATION
AGRICULTURE,MADHYA PRADESH,LAC OF MILK PRODUCTION IN CATTLE,Information Given
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,good cultivar of turmeric,rajendra sonia roma etc
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO KNOW ABOUT BUTTON TYPES MUSHROOM CULTIVATION,ANSWER GIVEN IN DETAILS ABOUT BUTON TYPE MUSHROO CULTIVATION
AGRICULTURE,MADHYA PRADESH,FERTILISER DOSE OF ROSE IN PER POT ,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF POWDERY MILDEW IN OKRA,2 - 3 SPRAY OF WETTABLE SULPHUR 02
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,mushroom,answer given in details 
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,red ants in rose plant,spray carbaryl  2 gmlit of water
AGRICULTURE,MADHYA PRADESH,PAPAYA CULTIVATION,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,seed rate of hybrid chillies,75- 80 gm per acre
AGRICULTURE,MADHYA PRADESH,size of pit ,60 60 60 cm
AGRICULTURE,MADHYA PRADESH,sowing distance of okra cultivation in rainy season ,row to row distance -50-60cm and plant to plant distance 25- 30 cm 
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,controll method of red rot in sugar cane,answer given in details 
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,farmer would be like wants to know about vegitable cultivation through oganic farming system,answer given in details about oganic frarming for rhe maintaining of fertility and inmprovement in sustainability of the soil
AGRICULTURE,MADHYA PRADESH,farmer would be like wants to know about SHGs,answering in details about shelf help group
AGRICULTURE,MADHYA PRADESH,farmer would be like wants to know about SHGs,answering in details about shelf help group
AGRICULTURE,MADHYA PRADESH,SRI METHOD OF PADDY CULTIVATION,ANSWER GIVEN IN DETAILS 
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,VERMI COMPOST PRODUCTION,ANSGIVEN IN DETAIL ABOUT VERMI COMPOST PRODUCTION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,GUAVA VARITIES OF CHOTANAGPUR REGION,L-49 ARKA MIRDULA IS BEST VARIETY OF CHOTANAGPUR CONDITION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,root rot of tomato,SPRAY COPPER OXI CHLORIDE  3 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,PLANTATION MONTH OF ROSE FLOWER,OCT-NOV
AGRICULTURE,MADHYA PRADESH,VERMI COMPOST PRODUCTION,ANSGIVEN IN DETAIL ABOUT VERMI COMPOST PRODUCTION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,BROWN SPOT DISEASE IN RICE,Treat the seed with Carbendazim 1gkg seed or Thiram or Mancozeb 25gkg seed
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,FAST GROWING TREE FODDER AND FUEL WOOD PURPOSE,BABULGUM ACECIA SIRIS SUBEBUL ETC
AGRICULTURE,MADHYA PRADESH,POTATO CULTIVATION,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,POTATO CULTIVATION,ANSGIVEN IN DETAIL ABOUT POTATO CULTIVATION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,BROWN SPOT DISEASE IN RICE,Treat the seed with Carbendazim 1gkg seed or Thiram or Mancozeb 25gkg seed
AGRICULTURE,MADHYA PRADESH,ROOT ROT OF TOMATO,SPRAY COPPER OXI CHLORIDE  3 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,SEED RATE OF WHEAT,120 TO 130 KG PER HA
AGRICULTURE,MADHYA PRADESH,details about marry gold cultivatin,answer given in detail about marry gold cultivation
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,leaf hopper of marigold,Spray Quinalphos 005 mixed with water
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,GUAVA VARITIES OF CHOTANAGPUR REGION,L-49 ARKA MIRDULA IS BEST VARIETY OF CHOTANAGPUR CONDITION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,root rot of tomato,SPRAY COPPER OXI CHLORIDE  3 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,PLANTATION MONTH OF ROSE FLOWER,OCT-NOV
AGRICULTURE,MADHYA PRADESH,VERMI COMPOST PRODUCTION,ANSGIVEN IN DETAIL ABOUT VERMI COMPOST PRODUCTION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,cultivation of medicinal plants,answer given in details
AGRICULTURE,MADHYA PRADESH,market in formation,answer given in details
AGRICULTURE,MADHYA PRADESH,controll method of sawfly,spray nuvan 125 ml per lit water or metasystox  2ml per lit water or spray sevin 50 w p  4 gm per lit water at 10 -12 day interval
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,asking about termite control,apply-lindane dustor chlorophos
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,ADVANTAGE OF MULCHING IN FRUIT PLANT ,#NAME?
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF CITRUS LEAF MINER ,SPRAY OF 2NEAM SEED EXTRACT HAS BEEN FOUND QUITE EFFECTIVE AND SAFE 
AGRICULTURE,MADHYA PRADESH,farmer would be like wants to know about formation of self help group and their importance,answer given in details aboutr procedure of formation of shelp help group
AGRICULTURE,MADHYA PRADESH,about bee keeping,answer given in details about bee keeping 
AGRICULTURE,MADHYA PRADESH,asking about kccard,ansgiven in detail about kccard
AGRICULTURE,MADHYA PRADESH,asking about okra cultivation,ansgiven in detail about okra cultivation
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO KNOW ABOUT BEE KEEPING METHODS ,ANSWWER GIVEN IN DETAILS ABOUT BEE KEEPIN METHODS OF DIFFERENT KINDS OF BEE SPECIES
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF LITCHI BUG ,SPRAY 125 LIT OF MONOCROTOPHOS 40 EC OR 25 LIT OF DIMETHOATE 30 EC IN 250 LIT OF WATER HA
AGRICULTURE,MADHYA PRADESH,no,no
AGRICULTURE,MADHYA PRADESH,ADVANTAGE OF MULCHING IN FRUIT PLANT ,#NAME?
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF CITRUS LEAF MINER ,SPRAY OF 2NEAM SEED EXTRACT HAS BEEN FOUND QUITE EFFECTIVE AND SAFE 
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,EARLY FRUIT FALL OF MANGO,SPRAY PLANOFIX  1ML450 LIT OF WATER
AGRICULTURE,MADHYA PRADESH,VARIETIES OF PAPAYA,PUSA NANHAPUSA DWARF
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF APHID ,SPRAY 150 TO 170 LIT OF DIMETHOATE 30 EC OR 125 LIT OF OXYDEMETON METHYL IN 250 LIT OF WATER HA
AGRICULTURE,MADHYA PRADESH,VARIETIES OF LINSEED,KANKE SAFEDKRISHNA
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,IN MANGO SPRAYING FORDEFOLIATION PROBLEM,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT MUSHROOM CULTIVATION,Ansgiven in detail about mushroom cultivation
AGRICULTURE,MADHYA PRADESH,Method of rose cultivation,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,farmer would be like wants know about rose cultivation,answer givern in details
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Wilt resistant varities of brinjal ,Pusa purpule cluster Muktha keshi etc
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,controll method of sawfly,spray nuvan 125 ml per lit water or metasystox  2ml per lit water or spray sevin 50 w p  4 gm per lit water at 10 -12 day interval
AGRICULTURE,MADHYA PRADESH,EARLY CULTIVAR OF CABBAGE,PUSA DRUM HEAD
AGRICULTURE,MADHYA PRADESH,LEAF HOPPER OF MARIGOLD,SPRAY CARBARYL  2 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,EARLY CULTIVAR OF CABBAGE,PUSA DRUM HEAD
AGRICULTURE,MADHYA PRADESH,LEAF HOPPER OF MARIGOLD,SPRAY CARBARYL  2 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Wilt resistant varities of brinjal ,Pusa purpule cluster Muktha keshi etc
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,controll method of sawfly,spray nuvan 125 ml per lit water or metasystox  2ml per lit water or spray sevin 50 w p  4 gm per lit water at 10 -12 day interval
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT KISSAN CLUB,CONTACT TO HIS DAO
AGRICULTURE,MADHYA PRADESH,PROBLEM ARE NOT DEFINED,call disconnected
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT KISSAN CREDIT CARD,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,YELLOWING LEAVES IN MAIZE,SPRAYING UREA2SOLUTION OF WATER
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO KNOW ABOUT BEE KEEPING METHODS ,ANSWWER GIVEN IN DETAILS ABOUT BEE KEEPIN METHODS OF DIFFERENT KINDS OF BEE SPECIES
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,imformation about pine oil,answer given in details
AGRICULTURE,MADHYA PRADESH,no,no
AGRICULTURE,MADHYA PRADESH,no,no
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT MUSHROOM CULTIVATION,ANSGIVEN IN DETAIL ABOUT MUSHROOMS CULTIVATION
AGRICULTURE,MADHYA PRADESH,varieties of nenua,pusa chikani
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF FRUIT DROP IN COCONUT,ANSWER GIVEN IN DETAILS 
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS TO KNOW ABOUT BUTTON TYPES MUSHROOM CULTIVATION,ANSWER GIVEN IN DETAILS ABOUT BUTON TYPE MUSHROO CULTIVATION
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,droping problem in mango,to spray planophix 1ml45litre of water
AGRICULTURE,MADHYA PRADESH,METHOD OF MUSHROOM CULTIVATION,ANSWER GIVEN IN DETAILS
